order,season,episode,character_killed,killer,method,method_cat,reason,location,allegiance,importance
4177,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4178,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4179,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4180,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4181,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4182,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4183,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4184,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4185,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4186,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4187,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4188,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4189,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4190,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4191,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4192,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4193,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4194,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4195,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4196,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4197,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4198,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4199,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4200,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4201,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4202,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4203,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4204,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4205,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4206,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4207,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4208,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4209,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4210,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4211,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4212,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4213,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4214,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4215,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4216,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4217,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4218,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4219,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4220,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4221,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4222,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4223,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4224,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4225,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4226,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4227,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4228,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4229,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4230,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4231,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4232,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4233,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4234,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4235,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4236,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4237,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4238,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4239,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4240,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4241,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4242,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4243,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4244,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4245,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4246,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4247,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4248,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4249,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4250,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4251,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4252,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4253,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4254,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4255,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4256,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4257,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4258,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4259,8,3,Stark soldier,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4260,8,3,Stark soldier,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4261,8,3,Stark soldier,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4262,8,3,Stark soldier,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4263,8,3,Stark soldier,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4264,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4265,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4266,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4267,8,3,Wight,Jaime Lannister,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4268,8,3,Wight,Podrick Payne,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4269,8,3,Wight,Gendry,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4270,8,3,Wight,Sandor “the Hound” Clegane,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4271,8,3,Wight,Sandor “the Hound” Clegane,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4272,8,3,Wight,Sandor “the Hound” Clegane,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4273,8,3,Wight,Sam Tarly,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4274,8,3,Wight,Sam Tarly,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4275,8,3,Wight,Eddison Tollett,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4276,8,3,Wight,Jaime Lannister,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4277,8,3,Eddison Tollett,Wight,Sword,Blade,Killed during the Battle of Winterfell when helping Sam Tarly,Winterfell,"Night’s Watch, House Stark",3
4278,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4279,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4280,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4281,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4282,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4283,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4284,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4285,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4286,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4287,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4288,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4289,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4290,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4291,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4292,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4293,8,3,Wight,Grey Worm,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4294,8,3,Wight,Grey Worm,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4295,8,3,Wight,Grey Worm,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4296,8,3,Stark soldier,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4297,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4298,8,3,Wight,Gendry,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4299,8,3,Wight,Stark soldier,Flaming arrow,Arrow,Killed during the Battle of Winterfell,Winterfell,None,1
4300,8,3,Wight,Stark soldier,Flaming arrow,Arrow,Killed during the Battle of Winterfell,Winterfell,None,1
4301,8,3,Wight,Arya Stark,Flaming arrow,Arrow,Killed during the Battle of Winterfell,Winterfell,None,1
4302,8,3,Wight,Sandor “the Hound” Clegane,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4303,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4304,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4305,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4306,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4307,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4308,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4309,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4310,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4311,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4312,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4313,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4314,8,3,Unsullied,Wight,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4315,8,3,Unsullied,Wight,Sword,Blade,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4316,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4317,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4318,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4319,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4320,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4321,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4322,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4323,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4324,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4325,8,3,Unsullied,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1
4326,8,3,Stark soldier,Wight,Hands,Hands,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4327,8,3,Stark soldier,Wight,Hands,Hands,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4328,8,3,Stark soldier,Wight,Hands,Hands,Killed during the Battle of Winterfell,Winterfell,House Stark,1
4329,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4330,8,3,Wight,Beric Dondarrion,Flaming sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4331,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4332,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4333,8,3,Wight,Sandor “the Hound” Clegane,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4334,8,3,Wight,Sandor “the Hound” Clegane,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4335,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4336,8,3,Wight,Stark soldier,Flaming arrow,Arrow,Killed during the Battle of Winterfell,Winterfell,None,1
4337,8,3,Wight,Stark soldier,Flaming arrow,Arrow,Killed during the Battle of Winterfell,Winterfell,None,1
4338,8,3,Wight,Unsullied,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4339,8,3,Wight,Unsullied,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4340,8,3,Wight,Sandor “the Hound” Clegane,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4341,8,3,Wight,Tormund,Axe,Axe,Killed during the Battle of Winterfell,Winterfell,None,1
4342,8,3,Wight,Beric Dondarrion,Flaming sword,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4343,8,3,Wight,Jorah Mormont,Sword (Heartsbane),Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4344,8,3,Wight,Unsullied,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4345,8,3,Wight,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Killed during the Battle of Winterfell,Winterfell,None,1
4346,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4347,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4348,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4349,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4350,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4351,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4352,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4353,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4354,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4355,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4356,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4357,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4358,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4359,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4360,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4361,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
4362,8,3,Wight,Drogon,Dragonfire,Animal,Killed during the Battle of Winterfell,Winterfell,None,1
